航班ID,日期,国际/国内,航班号,起飞机场,降落机场,起飞时间,降落时间,飞机ID,机型,旅客数,联程旅客数,座位数,重要系数
2024,2017/5/7,国内,59,59,61,2017/5/7 18:30,2017/5/7 20:15,79,2,80,30,161,1.0 
2025,2017/5/6,国内,57,37,50,2017/5/6 18:35,2017/5/6 20:30,136,2,60,118,183,1.0 
2026,2017/5/5,国内,56,50,37,2017/5/5 8:00,2017/5/5 10:05,142,2,74,56,183,1.0 
2027,2017/5/6,国内,56,50,37,2017/5/6 8:00,2017/5/6 10:05,136,2,52,81,183,1.0 
2028,2017/5/7,国内,56,50,37,2017/5/7 8:00,2017/5/7 10:05,47,2,60,78,161,1.0 
2029,2017/5/8,国内,56,50,37,2017/5/8 8:00,2017/5/8 10:05,5,2,98,70,183,1.0 
2030,2017/5/7,国内,58,61,59,2017/5/7 9:40,2017/5/7 11:20,79,2,51,36,161,1.0 
2031,2017/5/8,国内,58,61,59,2017/5/8 9:40,2017/5/8 11:20,113,2,52,10,161,1.0 
2032,2017/5/5,国内,56,37,77,2017/5/5 11:05,2017/5/5 13:40,142,2,121,56,183,1.0 
2033,2017/5/6,国内,56,37,77,2017/5/6 11:05,2017/5/6 13:40,136,2,87,81,183,1.0 
2034,2017/5/7,国内,56,37,77,2017/5/7 11:05,2017/5/7 13:40,47,2,71,78,161,1.0 
2035,2017/5/8,国内,56,37,77,2017/5/8 11:05,2017/5/8 13:40,5,2,50,70,183,1.0 
2036,2017/5/5,国内,66,77,65,2017/5/5 13:50,2017/5/5 15:55,140,2,100,58,183,1.0 
2037,2017/5/7,国内,66,77,65,2017/5/7 13:50,2017/5/7 15:55,120,2,118,15,183,1.0 
2038,2017/5/8,国内,66,77,65,2017/5/8 13:50,2017/5/8 15:55,82,2,93,26,161,1.0 
2039,2017/5/5,国内,66,65,49,2017/5/5 17:10,2017/5/5 20:00,140,2,53,58,183,1.0 
2040,2017/5/7,国内,66,65,49,2017/5/7 17:10,2017/5/7 20:00,120,2,39,15,183,1.0 
2041,2017/5/8,国内,66,65,49,2017/5/8 16:40,2017/5/8 19:20,82,2,93,26,161,1.0 
2042,2017/5/8,国内,65,49,65,2017/5/8 7:05,2017/5/8 9:50,37,2,48,65,161,1.0 
2043,2017/5/8,国内,65,65,77,2017/5/8 10:50,2017/5/8 12:40,37,2,65,65,161,1.0 
2044,2017/5/5,国内,65,49,65,2017/5/5 7:05,2017/5/5 9:50,82,2,36,78,161,1.0 
2045,2017/5/7,国内,65,49,65,2017/5/7 7:05,2017/5/7 9:50,81,2,49,51,161,1.0 
2046,2017/5/5,国内,65,65,77,2017/5/5 10:50,2017/5/5 12:40,82,2,81,78,161,1.0 
2047,2017/5/7,国内,65,65,77,2017/5/7 10:50,2017/5/7 12:40,81,2,91,51,161,1.0 
2048,2017/5/5,国内,75,76,54,2017/5/5 13:45,2017/5/5 15:45,125,2,72,78,183,1.0 
2049,2017/5/6,国内,75,76,54,2017/5/6 13:45,2017/5/6 15:45,128,2,74,80,183,1.0 
2050,2017/5/7,国内,75,76,54,2017/5/7 13:45,2017/5/7 15:45,142,2,67,90,183,1.0 
2051,2017/5/8,国内,75,76,54,2017/5/8 13:45,2017/5/8 15:45,128,2,67,75,183,1.0 
2052,2017/5/5,国内,75,54,32,2017/5/5 16:45,2017/5/5 19:05,125,2,103,78,183,1.0 
2053,2017/5/6,国内,75,54,32,2017/5/6 16:45,2017/5/6 19:05,128,2,66,80,183,1.0 
2054,2017/5/7,国内,75,54,32,2017/5/7 16:45,2017/5/7 19:05,142,2,55,90,183,1.0 
2055,2017/5/8,国内,75,54,32,2017/5/8 16:45,2017/5/8 19:05,128,2,53,75,183,1.0 
2056,2017/5/5,国内,74,32,54,2017/5/5 12:05,2017/5/5 14:00,121,2,99,70,183,1.0 
2057,2017/5/6,国内,74,32,54,2017/5/6 12:05,2017/5/6 14:00,125,2,103,53,183,1.0 
2058,2017/5/7,国内,74,32,54,2017/5/7 12:05,2017/5/7 14:00,128,2,54,70,183,1.0 
2059,2017/5/8,国内,74,32,54,2017/5/8 12:05,2017/5/8 14:00,142,2,75,42,183,1.0 
2060,2017/5/5,国内,74,54,76,2017/5/5 14:45,2017/5/5 16:40,121,2,79,70,183,1.0 
2061,2017/5/6,国内,74,54,76,2017/5/6 14:45,2017/5/6 16:40,125,2,111,53,183,1.0 
2062,2017/5/7,国内,74,54,76,2017/5/7 14:45,2017/5/7 16:40,128,2,78,70,183,1.0 
2063,2017/5/8,国内,74,54,76,2017/5/8 14:45,2017/5/8 16:40,142,2,76,42,183,1.0 
2064,2017/5/5,国内,86,52,78,2017/5/5 17:20,2017/5/5 19:25,75,2,132,0,161,1.0 
2065,2017/5/5,国内,87,78,52,2017/5/5 20:25,2017/5/5 22:40,75,2,111,0,161,1.0 
2066,2017/5/6,国内,119,38,61,2017/5/6 10:35,2017/5/6 12:10,63,2,50,52,161,1.0 
2067,2017/5/7,国内,119,38,61,2017/5/7 10:35,2017/5/7 12:10,112,2,72,19,161,1.0 
2068,2017/5/8,国内,119,38,61,2017/5/8 10:35,2017/5/8 12:10,89,2,46,70,155,1.0 
2069,2017/5/7,国内,117,25,61,2017/5/7 6:25,2017/5/7 9:20,91,2,91,0,155,1.0 
2070,2017/5/5,国内,117,25,61,2017/5/5 6:25,2017/5/5 9:20,100,2,130,0,161,1.0 
2071,2017/5/6,国内,118,61,38,2017/5/6 19:20,2017/5/6 21:05,82,2,36,68,161,1.0 
2072,2017/5/7,国内,118,61,38,2017/5/7 19:20,2017/5/7 21:05,52,2,61,64,161,1.0 
2073,2017/5/6,国内,118,38,27,2017/5/6 22:05,2017/5/7 0:05,82,2,69,68,161,1.0 
2074,2017/5/7,国内,118,38,27,2017/5/7 22:05,2017/5/8 0:05,52,2,55,64,161,1.0 
2075,2017/5/5,国内,118,61,38,2017/5/5 19:20,2017/5/5 21:05,111,2,43,70,161,1.0 
2076,2017/5/5,国内,118,38,27,2017/5/5 22:05,2017/5/6 0:05,111,2,77,70,161,1.0 
2077,2017/5/7,国内,116,61,25,2017/5/7 21:30,2017/5/8 0:15,86,2,112,0,155,1.0 
2078,2017/5/6,国内,119,27,38,2017/5/6 7:35,2017/5/6 9:35,63,2,107,52,161,1.0 
2079,2017/5/7,国内,119,27,38,2017/5/7 7:35,2017/5/7 9:35,112,2,75,19,161,1.0 
2080,2017/5/8,国内,119,27,38,2017/5/8 7:35,2017/5/8 9:35,89,2,44,70,155,1.0 
2081,2017/5/6,国内,116,61,25,2017/5/6 22:10,2017/5/7 1:05,63,2,108,0,161,1.0 
2082,2017/5/8,国内,117,25,61,2017/5/8 6:25,2017/5/8 9:20,106,2,101,0,161,1.0 
2083,2017/5/5,国内,135,61,38,2017/5/5 7:10,2017/5/5 8:45,113,2,82,20,161,1.0 
2084,2017/5/6,国内,135,61,38,2017/5/6 7:10,2017/5/6 8:45,100,2,37,24,161,1.0 
2085,2017/5/7,国内,135,61,38,2017/5/7 7:10,2017/5/7 8:45,116,2,67,44,161,1.0 
2086,2017/5/8,国内,135,61,38,2017/5/8 7:10,2017/5/8 8:45,81,2,68,19,161,1.0 
2087,2017/5/5,国内,135,38,30,2017/5/5 9:45,2017/5/5 11:20,113,2,96,20,161,1.0 
2088,2017/5/6,国内,135,38,30,2017/5/6 9:45,2017/5/6 11:20,100,2,94,24,161,1.0 
2089,2017/5/7,国内,135,38,30,2017/5/7 9:45,2017/5/7 11:20,116,2,115,44,161,1.0 
2090,2017/5/8,国内,135,38,30,2017/5/8 9:45,2017/5/8 11:20,81,2,92,19,161,1.0 
2091,2017/5/5,国内,136,30,38,2017/5/5 12:15,2017/5/5 13:45,113,2,80,37,161,1.0 
2092,2017/5/6,国内,136,30,38,2017/5/6 12:15,2017/5/6 13:45,100,2,114,24,161,1.0 
2093,2017/5/7,国内,136,30,38,2017/5/7 12:15,2017/5/7 13:45,116,2,106,34,161,1.0 
2094,2017/5/8,国内,136,30,38,2017/5/8 12:15,2017/5/8 13:45,81,2,98,14,161,1.0 
2095,2017/5/5,国内,136,38,61,2017/5/5 14:45,2017/5/5 16:15,113,2,119,37,161,1.0 
2096,2017/5/6,国内,136,38,61,2017/5/6 14:45,2017/5/6 16:15,100,2,59,24,161,1.0 
2097,2017/5/7,国内,136,38,61,2017/5/7 14:45,2017/5/7 16:15,116,2,77,34,161,1.0 
2098,2017/5/8,国内,136,38,61,2017/5/8 14:45,2017/5/8 16:15,81,2,79,14,161,1.0 
2099,2017/5/5,国内,155,60,26,2017/5/5 10:45,2017/5/5 12:40,136,2,104,20,183,1.0 
2100,2017/5/6,国内,155,60,26,2017/5/6 10:45,2017/5/6 12:40,47,2,88,22,161,1.0 
2101,2017/5/7,国内,155,60,26,2017/5/7 10:45,2017/5/7 12:40,5,2,95,26,183,1.0 
2102,2017/5/8,国内,155,60,26,2017/5/8 10:45,2017/5/8 12:40,124,2,87,40,183,1.0 
2103,2017/5/6,国内,153,49,57,2017/5/6 12:50,2017/5/6 14:35,131,2,79,64,183,1.0 
2104,2017/5/5,国内,156,26,60,2017/5/5 13:25,2017/5/5 15:15,141,2,116,43,183,1.0 
2105,2017/5/6,国内,156,26,60,2017/5/6 13:25,2017/5/6 15:15,142,2,96,56,183,1.0 
2106,2017/5/7,国内,156,26,60,2017/5/7 13:25,2017/5/7 15:15,134,2,60,78,183,1.0 
2107,2017/5/8,国内,156,26,60,2017/5/8 13:25,2017/5/8 15:15,136,2,90,35,183,1.0 
2108,2017/5/6,国内,153,57,28,2017/5/6 15:35,2017/5/6 17:30,131,2,56,64,183,1.0 
2109,2017/5/5,国内,156,60,49,2017/5/5 16:05,2017/5/5 18:35,141,2,44,43,183,1.0 
2110,2017/5/6,国内,156,60,49,2017/5/6 16:05,2017/5/6 18:35,142,2,37,56,183,1.0 
2111,2017/5/7,国内,156,60,49,2017/5/7 16:05,2017/5/7 18:35,134,2,50,78,183,1.0 
2112,2017/5/8,国内,156,60,49,2017/5/8 16:05,2017/5/8 18:35,136,2,22,35,183,1.0 
2113,2017/5/6,国内,154,28,57,2017/5/6 18:15,2017/5/6 20:10,131,2,62,89,183,1.0 
2114,2017/5/6,国内,154,57,49,2017/5/6 21:10,2017/5/6 22:55,131,2,45,89,183,1.0 
2115,2017/5/5,国内,155,49,60,2017/5/5 7:30,2017/5/5 10:00,136,2,71,20,183,1.0 
2116,2017/5/6,国内,155,49,60,2017/5/6 7:30,2017/5/6 10:00,47,2,26,22,161,1.0 
2117,2017/5/7,国内,155,49,60,2017/5/7 7:30,2017/5/7 10:00,5,2,30,26,183,1.0 
2118,2017/5/8,国内,155,49,60,2017/5/8 7:30,2017/5/8 10:00,124,2,86,40,183,1.0 
2119,2017/5/5,国内,166,25,32,2017/5/5 6:45,2017/5/5 9:25,121,2,164,0,183,1.0 
2120,2017/5/6,国内,166,25,32,2017/5/6 6:45,2017/5/6 9:25,125,2,86,0,183,1.0 
2121,2017/5/7,国内,166,25,32,2017/5/7 6:45,2017/5/7 9:25,128,2,30,0,183,1.0 
2122,2017/5/8,国内,166,25,32,2017/5/8 6:45,2017/5/8 9:25,142,2,45,0,183,1.0 
2123,2017/5/5,国内,171,38,43,2017/5/5 9:50,2017/5/5 11:55,11,2,94,32,161,1.0 
2124,2017/5/6,国内,171,38,43,2017/5/6 9:50,2017/5/6 11:55,119,2,75,32,183,1.0 
2125,2017/5/7,国内,171,38,43,2017/5/7 9:50,2017/5/7 11:55,61,2,61,14,161,1.0 
2126,2017/5/8,国内,171,38,43,2017/5/8 9:50,2017/5/8 11:55,88,2,39,16,155,1.0 
2127,2017/5/7,国内,168,30,52,2017/5/7 21:10,2017/5/7 23:15,140,2,90,0,183,1.0 
2128,2017/5/5,国内,167,52,30,2017/5/5 17:55,2017/5/5 20:15,120,2,115,0,183,1.0 
2129,2017/5/7,国内,167,52,30,2017/5/7 17:55,2017/5/7 20:15,140,2,124,0,183,1.0 
2130,2017/5/5,国内,168,30,52,2017/5/5 21:10,2017/5/5 23:15,120,2,150,0,183,1.0 
2131,2017/5/6,国内,168,30,52,2017/5/6 21:10,2017/5/6 23:15,75,2,108,0,161,1.0 
2132,2017/5/8,国内,168,30,52,2017/5/8 21:10,2017/5/8 23:15,88,2,57,0,155,1.0 
2133,2017/5/5,国内,172,43,38,2017/5/5 12:40,2017/5/5 14:45,11,2,71,51,161,1.0 
2134,2017/5/6,国内,172,43,38,2017/5/6 12:40,2017/5/6 14:45,119,2,55,65,183,1.0 
2135,2017/5/7,国内,172,43,38,2017/5/7 12:40,2017/5/7 14:45,61,2,47,56,161,1.0 
2136,2017/5/8,国内,172,43,38,2017/5/8 12:40,2017/5/8 14:45,88,2,33,43,155,1.0 
2137,2017/5/6,国内,167,52,30,2017/5/6 18:10,2017/5/6 20:20,75,2,120,0,161,1.0 
2138,2017/5/8,国内,167,52,30,2017/5/8 18:10,2017/5/8 20:20,88,2,74,0,155,1.0 
2139,2017/5/5,国内,165,32,25,2017/5/5 22:00,2017/5/6 0:25,125,2,126,0,183,1.0 
2140,2017/5/6,国内,165,32,25,2017/5/6 22:00,2017/5/7 0:25,128,2,113,0,183,1.0 
2141,2017/5/7,国内,165,32,25,2017/5/7 22:00,2017/5/8 0:25,142,2,92,0,183,1.0 
2142,2017/5/8,国内,165,32,25,2017/5/8 22:00,2017/5/9 0:25,128,2,71,0,183,1.0 
2143,2017/5/5,国内,171,52,38,2017/5/5 7:15,2017/5/5 8:50,11,2,101,32,161,1.0 
2144,2017/5/6,国内,171,52,38,2017/5/6 7:15,2017/5/6 8:50,119,2,90,32,183,1.0 
2145,2017/5/7,国内,171,52,38,2017/5/7 7:15,2017/5/7 8:50,61,2,26,14,161,1.0 
2146,2017/5/8,国内,171,52,38,2017/5/8 7:15,2017/5/8 8:50,88,2,69,16,155,1.0 
2147,2017/5/5,国内,180,37,43,2017/5/5 11:15,2017/5/5 13:10,65,2,120,22,161,1.0 
2148,2017/5/6,国内,180,37,43,2017/5/6 11:15,2017/5/6 13:10,96,2,118,25,161,1.0 
2149,2017/5/8,国内,180,37,43,2017/5/8 11:15,2017/5/8 13:10,51,2,73,34,161,1.0 
2150,2017/5/5,国内,172,38,52,2017/5/5 15:45,2017/5/5 17:00,11,2,119,51,161,1.0 
2151,2017/5/6,国内,172,38,52,2017/5/6 15:45,2017/5/6 17:00,119,2,70,65,183,1.0 
2152,2017/5/7,国内,172,38,52,2017/5/7 15:45,2017/5/7 17:00,61,2,50,56,161,1.0 
2153,2017/5/8,国内,172,38,52,2017/5/8 15:45,2017/5/8 17:00,88,2,31,43,155,1.0 
2154,2017/5/5,国内,180,61,37,2017/5/5 8:10,2017/5/5 10:15,65,2,118,22,161,1.0 
2155,2017/5/6,国内,180,61,37,2017/5/6 8:10,2017/5/6 10:15,96,2,90,25,161,1.0 
2156,2017/5/8,国内,180,61,37,2017/5/8 8:10,2017/5/8 10:15,51,2,77,34,161,1.0 
2157,2017/5/5,国内,194,73,46,2017/5/5 16:10,2017/5/5 17:20,103,2,51,46,161,1.0 
2158,2017/5/7,国内,194,73,46,2017/5/7 16:10,2017/5/7 17:20,42,1,20,11,119,1.0 
2159,2017/5/8,国内,194,49,73,2017/5/8 13:05,2017/5/8 15:20,109,2,14,38,161,1.0 
2160,2017/5/5,国内,195,73,49,2017/5/5 20:30,2017/5/5 22:35,103,2,46,74,161,1.0 
2161,2017/5/8,国内,195,73,49,2017/5/8 20:30,2017/5/8 22:35,109,2,12,48,161,1.0 
2162,2017/5/8,国内,194,73,46,2017/5/8 16:10,2017/5/8 17:20,109,2,13,38,161,1.0 
2163,2017/5/7,国内,195,46,73,2017/5/7 18:35,2017/5/7 19:45,42,1,28,68,119,1.0 
2164,2017/5/7,国内,195,73,49,2017/5/7 20:30,2017/5/7 22:35,42,1,19,68,119,1.0 
2165,2017/5/5,国内,193,75,27,2017/5/5 16:05,2017/5/5 19:45,139,2,89,67,183,1.0 
2166,2017/5/6,国内,193,75,27,2017/5/6 16:05,2017/5/6 19:45,120,2,85,44,183,1.0 
2167,2017/5/7,国内,193,75,27,2017/5/7 16:05,2017/5/7 19:45,130,2,91,27,183,1.0 
2168,2017/5/8,国内,193,75,27,2017/5/8 16:05,2017/5/8 19:45,139,2,87,15,183,1.0 
2169,2017/5/5,国内,195,46,73,2017/5/5 18:35,2017/5/5 19:45,103,2,32,74,161,1.0 
2170,2017/5/8,国内,195,46,73,2017/5/8 18:35,2017/5/8 19:45,109,2,9,48,161,1.0 
2171,2017/5/5,国内,198,27,46,2017/5/5 17:40,2017/5/5 19:40,102,2,152,0,161,1.0 
2172,2017/5/7,国内,198,27,46,2017/5/7 17:40,2017/5/7 19:40,97,2,60,0,161,1.0 
2173,2017/5/5,国内,191,27,75,2017/5/5 10:40,2017/5/5 14:55,139,2,104,59,183,1.0 
2174,2017/5/6,国内,191,27,75,2017/5/6 10:40,2017/5/6 14:55,120,2,101,36,183,1.0 
2175,2017/5/7,国内,191,27,75,2017/5/7 10:40,2017/5/7 14:55,49,2,96,10,161,1.0 
2176,2017/5/8,国内,191,27,75,2017/5/8 10:40,2017/5/8 14:55,139,2,120,14,183,1.0 
2177,2017/5/5,国内,193,27,52,2017/5/5 21:10,2017/5/5 23:10,139,2,109,67,183,1.0 
2178,2017/5/6,国内,193,27,52,2017/5/6 21:10,2017/5/6 23:10,120,2,99,44,183,1.0 
2179,2017/5/7,国内,193,27,52,2017/5/7 21:10,2017/5/7 23:10,130,2,98,27,183,1.0 
2180,2017/5/8,国内,193,27,52,2017/5/8 21:10,2017/5/8 23:10,139,2,80,15,183,1.0 
2181,2017/5/5,国内,191,52,27,2017/5/5 7:35,2017/5/5 9:40,139,2,64,59,183,1.0 
2182,2017/5/6,国内,191,52,27,2017/5/6 7:35,2017/5/6 9:40,120,2,120,36,183,1.0 
2183,2017/5/7,国内,191,52,27,2017/5/7 7:35,2017/5/7 9:40,49,2,90,10,161,1.0 
2184,2017/5/8,国内,191,52,27,2017/5/8 7:35,2017/5/8 9:40,139,2,91,14,183,1.0 
2185,2017/5/5,国内,194,49,73,2017/5/5 12:50,2017/5/5 15:10,103,2,42,46,161,1.0 
2186,2017/5/7,国内,194,49,73,2017/5/7 12:50,2017/5/7 15:10,42,1,25,11,119,1.0 
2187,2017/5/5,国内,323,52,67,2017/5/5 8:25,2017/5/5 10:50,38,2,161,0,161,1.0 
2188,2017/5/6,国内,323,52,67,2017/5/6 8:25,2017/5/6 10:50,60,2,107,0,161,1.0 
2189,2017/5/7,国内,323,52,67,2017/5/7 8:25,2017/5/7 10:50,83,2,102,0,161,1.0 
2190,2017/5/8,国内,323,52,67,2017/5/8 8:25,2017/5/8 10:50,83,2,92,0,161,1.0 
2191,2017/5/5,国内,324,67,52,2017/5/5 12:00,2017/5/5 14:20,38,2,111,0,161,1.0 
2192,2017/5/6,国内,324,67,52,2017/5/6 12:00,2017/5/6 14:20,60,2,108,0,161,1.0 
2193,2017/5/7,国内,324,67,52,2017/5/7 12:00,2017/5/7 14:20,83,2,100,0,161,1.0 
2194,2017/5/8,国内,324,67,52,2017/5/8 12:00,2017/5/8 14:20,83,2,76,0,161,1.0 
2195,2017/5/5,国内,325,32,67,2017/5/5 7:50,2017/5/5 9:20,119,2,131,0,183,1.0 
2196,2017/5/6,国内,325,32,67,2017/5/6 7:50,2017/5/6 9:20,83,2,102,0,161,1.0 
2197,2017/5/8,国内,325,32,67,2017/5/8 7:50,2017/5/8 9:20,9,2,68,0,161,1.0 
2198,2017/5/6,国内,247,35,49,2017/5/6 16:40,2017/5/6 18:00,43,1,47,0,119,1.0 
2199,2017/5/7,国内,247,35,49,2017/5/7 16:40,2017/5/7 18:00,57,2,159,0,161,1.0 
2200,2017/5/8,国内,247,35,49,2017/5/8 16:40,2017/5/8 18:00,103,2,75,0,161,1.0 
2201,2017/5/5,国内,248,52,42,2017/5/5 13:30,2017/5/5 16:35,4,2,85,67,183,1.0 
2202,2017/5/6,国内,248,52,42,2017/5/6 13:30,2017/5/6 16:35,127,2,94,43,183,1.0 
2203,2017/5/7,国内,248,52,42,2017/5/7 13:30,2017/5/7 16:35,72,2,46,36,161,1.0 
2204,2017/5/8,国内,248,52,42,2017/5/8 13:30,2017/5/8 16:35,137,2,47,46,183,1.0 
2205,2017/5/5,国内,247,35,49,2017/5/5 16:40,2017/5/5 17:55,93,2,41,0,155,1.0 
2206,2017/5/5,国内,248,27,52,2017/5/5 10:30,2017/5/5 12:30,4,2,108,67,183,1.0 
2207,2017/5/6,国内,248,27,52,2017/5/6 10:30,2017/5/6 12:30,127,2,108,43,183,1.0 
2208,2017/5/7,国内,248,27,52,2017/5/7 10:30,2017/5/7 12:30,72,2,102,36,161,1.0 
2209,2017/5/8,国内,248,27,52,2017/5/8 10:30,2017/5/8 12:30,137,2,49,46,183,1.0 
2210,2017/5/6,国内,249,42,52,2017/5/6 17:30,2017/5/6 20:25,127,2,55,69,183,1.0 
2211,2017/5/7,国内,249,42,52,2017/5/7 17:30,2017/5/7 20:25,72,2,78,65,161,1.0 
2212,2017/5/6,国内,249,52,27,2017/5/6 21:25,2017/5/6 23:40,127,2,66,69,183,1.0 
2213,2017/5/7,国内,249,52,27,2017/5/7 21:25,2017/5/7 23:40,72,2,88,65,161,1.0 
2214,2017/5/6,国内,245,49,35,2017/5/6 14:20,2017/5/6 15:55,43,1,68,0,119,1.0 
2215,2017/5/7,国内,245,49,35,2017/5/7 14:20,2017/5/7 15:55,57,2,48,0,161,1.0 
2216,2017/5/8,国内,245,49,35,2017/5/8 14:20,2017/5/8 15:55,103,2,42,0,161,1.0 
2217,2017/5/5,国内,242,31,27,2017/5/5 11:15,2017/5/5 14:25,61,2,118,0,161,1.0 
2218,2017/5/7,国内,242,31,27,2017/5/7 11:15,2017/5/7 14:25,82,2,77,0,161,1.0 
2219,2017/5/8,国内,242,31,27,2017/5/8 11:15,2017/5/8 14:25,52,2,64,0,161,1.0 
2220,2017/5/5,国内,249,42,52,2017/5/5 17:30,2017/5/5 20:25,4,2,58,74,183,1.0 
2221,2017/5/8,国内,249,42,52,2017/5/8 17:30,2017/5/8 20:25,137,2,55,81,183,1.0 
2222,2017/5/5,国内,249,52,27,2017/5/5 21:25,2017/5/5 23:40,4,2,70,74,183,1.0 
2223,2017/5/8,国内,249,52,27,2017/5/8 21:25,2017/5/8 23:40,137,2,45,81,183,1.0 
2224,2017/5/5,国内,245,49,35,2017/5/5 14:20,2017/5/5 15:55,93,2,155,0,155,1.0 
2225,2017/5/5,国内,289,40,49,2017/5/5 21:30,2017/5/5 23:25,58,2,106,0,161,1.0 
2226,2017/5/5,国内,290,27,36,2017/5/5 7:15,2017/5/5 10:35,102,2,154,0,161,1.0 
2227,2017/5/6,国内,290,27,36,2017/5/6 7:15,2017/5/6 10:35,112,2,104,0,161,1.0 
2228,2017/5/7,国内,290,27,36,2017/5/7 7:15,2017/5/7 10:35,97,2,78,0,161,1.0 
2229,2017/5/8,国内,290,27,36,2017/5/8 7:15,2017/5/8 10:35,72,2,101,0,161,1.0 
2230,2017/5/5,国内,291,36,27,2017/5/5 11:40,2017/5/5 14:45,102,2,125,0,161,1.0 
2231,2017/5/7,国内,291,36,27,2017/5/7 11:40,2017/5/7 14:45,97,2,96,0,161,1.0 
2232,2017/5/8,国内,291,36,27,2017/5/8 11:40,2017/5/8 14:45,72,2,91,0,161,1.0 
2233,2017/5/6,国内,291,36,27,2017/5/6 11:40,2017/5/6 14:45,112,2,82,0,161,1.0 
2234,2017/5/5,国内,288,49,40,2017/5/5 18:30,2017/5/5 20:30,58,2,88,0,161,1.0 
2235,2017/5/7,国内,288,49,40,2017/5/7 18:30,2017/5/7 20:30,59,2,56,0,161,1.0 
2236,2017/5/7,国内,289,40,49,2017/5/7 21:30,2017/5/7 23:25,59,2,102,0,161,1.0 
2237,2017/5/5,国内,241,27,31,2017/5/5 7:05,2017/5/5 10:10,61,2,132,0,161,1.0 
2238,2017/5/7,国内,241,27,31,2017/5/7 7:05,2017/5/7 10:10,82,2,111,0,161,1.0 
2239,2017/5/8,国内,241,27,31,2017/5/8 7:05,2017/5/8 10:10,52,2,121,0,161,1.0 
2240,2017/5/5,国内,240,36,52,2017/5/5 10:25,2017/5/5 12:30,62,2,133,0,161,1.0 
2241,2017/5/6,国内,240,36,52,2017/5/6 10:25,2017/5/6 12:30,34,2,100,0,161,1.0 
2242,2017/5/7,国内,240,36,52,2017/5/7 10:25,2017/5/7 12:30,34,2,82,0,161,1.0 
2243,2017/5/8,国内,240,36,52,2017/5/8 10:25,2017/5/8 12:30,61,2,113,0,161,1.0 
2244,2017/5/5,国内,238,52,36,2017/5/5 7:05,2017/5/5 9:20,62,2,161,0,161,1.0 
2245,2017/5/6,国内,238,52,36,2017/5/6 7:05,2017/5/6 9:20,34,2,88,0,161,1.0 
2246,2017/5/7,国内,238,52,36,2017/5/7 7:05,2017/5/7 9:20,34,2,50,0,161,1.0 
2247,2017/5/8,国内,238,52,36,2017/5/8 7:05,2017/5/8 9:20,61,2,108,0,161,1.0 
2248,2017/5/5,国内,211,52,44,2017/5/5 16:10,2017/5/5 19:05,34,2,116,0,161,1.0 
2249,2017/5/7,国内,211,52,44,2017/5/7 16:10,2017/5/7 19:05,83,2,116,0,161,1.0 
2250,2017/5/8,国内,218,47,32,2017/5/8 16:10,2017/5/8 18:30,40,1,71,0,119,1.0 
2251,2017/5/7,国内,215,67,74,2017/5/7 11:25,2017/5/7 13:05,32,1,42,6,119,1.0 
2252,2017/5/8,国内,218,32,52,2017/5/8 19:25,2017/5/8 21:00,40,1,17,0,119,1.0 
2253,2017/5/6,国内,216,74,67,2017/5/6 14:10,2017/5/6 15:30,32,1,30,34,119,1.0 
2254,2017/5/8,国内,216,74,67,2017/5/8 14:10,2017/5/8 15:30,32,1,56,17,119,1.0 
2255,2017/5/6,国内,218,47,32,2017/5/6 16:10,2017/5/6 18:30,31,1,77,23,119,1.0 
2256,2017/5/6,国内,218,32,52,2017/5/6 19:25,2017/5/6 21:00,31,1,64,23,119,1.0 
2257,2017/5/5,国内,212,44,52,2017/5/5 19:50,2017/5/5 22:25,34,2,140,0,161,1.0 
2258,2017/5/7,国内,212,44,52,2017/5/7 19:50,2017/5/7 22:25,83,2,99,0,161,1.0 
2259,2017/5/6,国内,216,67,49,2017/5/6 16:35,2017/5/6 19:05,32,1,44,34,119,1.0 
2260,2017/5/8,国内,216,67,49,2017/5/8 16:35,2017/5/8 19:05,32,1,21,17,119,1.0 
2261,2017/5/7,国内,217,52,32,2017/5/7 10:10,2017/5/7 12:00,31,1,45,22,119,1.0 
2262,2017/5/6,国内,213,49,32,2017/5/6 13:00,2017/5/6 14:40,140,2,107,9,183,1.0 
2263,2017/5/7,国内,217,32,47,2017/5/7 13:00,2017/5/7 15:20,31,1,27,22,119,1.0 
2264,2017/5/6,国内,213,32,46,2017/5/6 15:35,2017/5/6 17:20,140,2,101,9,183,1.0 
2265,2017/5/5,国内,217,52,32,2017/5/5 10:10,2017/5/5 12:00,31,1,83,20,119,1.0 
2266,2017/5/5,国内,217,32,47,2017/5/5 13:00,2017/5/5 15:20,31,1,79,20,119,1.0 
2267,2017/5/6,国内,214,46,32,2017/5/6 18:35,2017/5/6 20:25,140,2,91,29,183,1.0 
2268,2017/5/6,国内,214,32,49,2017/5/6 21:25,2017/5/6 22:55,140,2,134,29,183,1.0 
2269,2017/5/7,国内,215,49,67,2017/5/7 7:45,2017/5/7 10:25,32,1,72,6,119,1.0 
2270,2017/5/6,国内,183,32,61,2017/5/6 22:15,2017/5/6 23:50,79,2,109,3,161,1.0 
2271,2017/5/7,国内,183,32,61,2017/5/7 22:15,2017/5/7 23:50,112,2,57,6,161,1.0 
